id,filename,embedding,:LABEL
1,0000d0cd38984fffb2c04f964edc9c88.png,,Artwork
2,000ce20bcec24f29815a9496bf314c11.jpg,,Artwork
3,000d472bde3c4f4c8dc9f66fede4d463.jpg,,Artwork
4,00122f4a71a847a4b076756dbbf7b349.jpg,,Artwork
5,00148cf2d7134849872279e21131540c.png,,Artwork
6,00165fa1d0024790a045b6f9ab70b437.jpg,,Artwork
7,00198db9f255457c8b5ab48946e560a4.jpg,,Artwork
8,00213a0154d24b53a8e530d1dd7db4e4.jpg,,Artwork
9,00287c75eace42148fd7d2845e7aa677.jpg,,Artwork
10,0039354cc3754ce583c26aa9efda6e1e.png,,Artwork
11,003b1e207ec24dc2a2719d3d53480789.jpg,,Artwork
12,00404f751d8f48fcb025d3cb2754c2aa.jpg,,Artwork
13,0044a8d3cec349edb3fe7494aaee545b.jpg,,Artwork
14,0049464eda82482686568a3d44bb4c66.jpg,,Artwork
15,005177642cb840ac800f07735c8b63ac.jpg,,Artwork
16,0052073d499f4ed28dde4f7f61b92f1a.jpg,,Artwork
17,005da46d2dfc4f4382be11295a16f4fe.jpg,,Artwork
18,005f50102a7a48409bb1601e2df6a8d3.jpg,,Artwork
19,0067c46186814b16a01e1b8688859596.jpg,,Artwork
20,007e8a6cfdd44e22bab8d195b4510c4b.jpg,,Artwork
21,0088e3db1a294ac793a9b0b6bf3d7591.jpg,,Artwork
22,008ac4ec4d24443199412c3d3e950104.jpg,,Artwork
23,008d12af32bc41189a0b56cc46a22347.jpg,,Artwork
24,0091759b31ed46df8e10e718d4de34ca.jpg,,Artwork
25,00995e59f0d9471bb3798bb48c2b473d.jpg,,Artwork
26,009d71d46c6a4bbfa0bdbb3236c49b8d.png,,Artwork
27,00a27ab0c815479189430968b0f9772a.png,,Artwork
28,00a34a5ff5c74ac2953483d271894419.png,,Artwork
29,00a79e928eee4bd7baad3a239d9673fd.png,,Artwork
30,00b28fbbf6994a279a1849699147b6af.jpg,,Artwork
31,00b7ec99661b4457a44da42338325978.png,,Artwork
32,00b86dc103e445d0b4f6a7d0b9ae6493.png,,Artwork
33,00c5edd292ad4f06bbfb985732831779.png,,Artwork
34,00cb3639fb9f41eb9a71591898c6bf9a.jpg,,Artwork
35,00cd17e56fa14e7f8586e19eae34b047.jpg,,Artwork
36,00db94979d5643d3bd1725364c823fa3.jpg,,Artwork
37,00dcaaa952594d30b8cc3a81183eac94.jpg,,Artwork
38,00e84f1a88f4443080ff6c16728501f8.jpg,,Artwork
39,00e98221cce44bc2be1fb3dde9b7fc59.jpg,,Artwork
40,00e9e237fc1e437aa848eebb5828ff9d.jpg,,Artwork
41,00f13cc6f37e4d2ca27d718d01e1178a.jpg,,Artwork
42,00fea5d9065b48f195576b2829b223db.jpg,,Artwork
43,0104e1ca4b9d4c38be32c58fd5ad2cb6.jpg,,Artwork
44,0105b837f8ba4befbd7a019da7adada8.jpg,,Artwork
45,010d29276be146c1bbe885d4779b70bf.jpg,,Artwork
46,01264694b90945c897c2f6ec7d32e157.png,,Artwork
47,0133ab7480e94a10850932cf62d98943.jpg,,Artwork
48,0134c86dfaea414da535f984932e9ef2.jpg,,Artwork
49,013d017ba64f4a31b1233e341d0466f8.jpg,,Artwork
50,014dd7cbafb546e4b4120913c8740f53.jpg,,Artwork
51,014f401cc2764ddcb23d75c0665f851c.jpg,,Artwork
52,0150c99e94284dc9b9f262e18f222405.jpg,,Artwork
53,016a37de6a7e416ebf6245f201efde38.png,,Artwork
54,0177c8937ea64213aa1dce9b6f48592b.jpg,,Artwork
55,0183de8b426a467db8253c531c7d0bf9.png,,Artwork
56,0184610310f34f2d9a3970f52c9c83dc.png,,Artwork
57,0186f401f3b8446888ad5b83d7ba2afc.jpg,,Artwork
58,018afdfe98f44c42928e64b63411b284.jpg,,Artwork
59,018b460758a3428cabc53d2bfdf3bcfe.png,,Artwork
60,018deeb142694c909201a042c96eb3c9.jpg,,Artwork
61,0191060053f4443297f3abb84820882e.png,,Artwork
62,01943cd1f5084a79b24f79b2127e62ab.jpg,,Artwork
